predictor,PrcIncMSE,metric,region,iteration
swe_mm_ond,4.103445152643311,peak2z_length,Western Mountains,5
swe_mm_jfm,4.494399138502698,peak2z_length,Western Mountains,5
swe_mm_amj,4.4620268553000235,peak2z_length,Western Mountains,5
p.pet_cy,5.69642510433968,peak2z_length,Western Mountains,5
swe.p_cy,5.4359683776358025,peak2z_length,Western Mountains,5
p.pet_jfm,4.387333923946611,peak2z_length,Western Mountains,5
swe.p_jfm,2.143656289466625,peak2z_length,Western Mountains,5
p.pet_amj,2.7847658964403266,peak2z_length,Western Mountains,5
swe.p_amj,1.2840540232151145,peak2z_length,Western Mountains,5
p.pet_jas,8.01839319762221,peak2z_length,Western Mountains,5
swe.p_jas,4.748218043138262,peak2z_length,Western Mountains,5
p.pet_ond,5.7369152576985485,peak2z_length,Western Mountains,5
swe.p_ond,4.541422481028924,peak2z_length,Western Mountains,5
p_mm_cy.previous,8.122501740268362,peak2z_length,Western Mountains,5
p_mm_jas.previous,8.609859474721718,peak2z_length,Western Mountains,5
p_mm_ond.previous,8.072689611053992,peak2z_length,Western Mountains,5
p_mm_jfm.previous,6.604904877040204,peak2z_length,Western Mountains,5
p_mm_amj.previous,2.9269605745818836,peak2z_length,Western Mountains,5
pet_mm_cy.previous,5.191800241968563,peak2z_length,Western Mountains,5
pet_mm_jas.previous,4.816799517794405,peak2z_length,Western Mountains,5
pet_mm_ond.previous,5.53169835491693,peak2z_length,Western Mountains,5
pet_mm_jfm.previous,4.824704467019985,peak2z_length,Western Mountains,5
pet_mm_amj.previous,4.668784689347127,peak2z_length,Western Mountains,5
T_max_c_cy.previous,5.894511347884709,peak2z_length,Western Mountains,5
T_max_c_jas.previous,5.840195692576475,peak2z_length,Western Mountains,5
T_max_c_ond.previous,6.266336759828796,peak2z_length,Western Mountains,5
T_max_c_jfm.previous,5.979206166397806,peak2z_length,Western Mountains,5
T_max_c_amj.previous,5.128377811062391,peak2z_length,Western Mountains,5
swe_mm_cy.previous,4.305441821165595,peak2z_length,Western Mountains,5
swe_mm_jas.previous,3.0947855508615816,peak2z_length,Western Mountains,5
swe_mm_ond.previous,6.934924907325463,peak2z_length,Western Mountains,5
swe_mm_jfm.previous,4.683944627848934,peak2z_length,Western Mountains,5
swe_mm_amj.previous,3.5860041670196003,peak2z_length,Western Mountains,5
p.pet_cy.previous,6.709056281776662,peak2z_length,Western Mountains,5
swe.p_cy.previous,4.5860372227197415,peak2z_length,Western Mountains,5
p.pet_jfm.previous,5.517232434437003,peak2z_length,Western Mountains,5
swe.p_jfm.previous,2.4321679522174153,peak2z_length,Western Mountains,5
p.pet_amj.previous,-0.10031273855626895,peak2z_length,Western Mountains,5
swe.p_amj.previous,2.4646874527306424,peak2z_length,Western Mountains,5
p.pet_jas.previous,8.033797262867726,peak2z_length,Western Mountains,5
swe.p_jas.previous,3.8327807209889517,peak2z_length,Western Mountains,5
p.pet_ond.previous,6.359497726884486,peak2z_length,Western Mountains,5
swe.p_ond.previous,6.130736375833164,peak2z_length,Western Mountains,5
dams_n,3.8379280913551117,peak2z_length,Western Mountains,5
maxstorage_af,6.528170254073023,peak2z_length,Western Mountains,5
normstorage_af,6.508628699474321,peak2z_length,Western Mountains,5
majordams_n,4.419308966593104,peak2z_length,Western Mountains,5
wuse_mm,6.646625587229028,peak2z_length,Western Mountains,5
irrig_prc,7.0888236511055975,peak2z_length,Western Mountains,5
lulc_water_prc,6.9086071424637545,peak2z_length,Western Mountains,5
lulc_dev_prc,9.407078564679425,peak2z_length,Western Mountains,5
lulc_wetland_prc,8.101838990889362,peak2z_length,Western Mountains,5
lulc_forest_prc,12.451477532388552,peak2z_length,Western Mountains,5
lulc_barren_prc,7.043951170706669,peak2z_length,Western Mountains,5
lulc_grass_prc,9.763590348872125,peak2z_length,Western Mountains,5
